0.000000,0.000000,0.301000,0.050000,0.000000,0.301000
0.000000,0.000000,0.301000,0.050000,0.000000,0.301000
0.000010,-0.000006,0.301002,0.050010,-0.000006,0.301002
0.000021,-0.000010,0.301005,0.050021,-0.000010,0.301005
0.000030,-0.000007,0.301001,0.050030,-0.000007,0.301001
0.000040,-0.000005,0.300993,0.050040,-0.000005,0.300993
0.000053,0.000000,0.300979,0.050053,0.000000,0.300979
0.000063,0.000004,0.300956,0.050063,0.000004,0.300956
0.000073,0.000002,0.300930,0.050073,0.000002,0.300930
0.000083,0.000003,0.300896,0.050083,0.000003,0.300896
0.000091,0.000003,0.300857,0.050091,0.000003,0.300857
0.000103,0.000003,0.300810,0.050103,0.000003,0.300810
0.000108,0.000002,0.300755,0.050108,0.000002,0.300755
0.000118,0.000003,0.300694,0.050118,0.000003,0.300694
0.000126,0.000001,0.300625,0.050126,0.000001,0.300625
0.000134,-0.000000,0.300550,0.050134,-0.000000,0.300550
0.000139,-0.000003,0.300468,0.050139,-0.000003,0.300468
0.000145,-0.000005,0.300379,0.050145,-0.000005,0.300379
0.000150,-0.000006,0.300286,0.050150,-0.000006,0.300286
0.000157,-0.000006,0.300188,0.050157,-0.000006,0.300188
0.000167,-0.000003,0.300083,0.050167,-0.000003,0.300083
0.000179,-0.000002,0.299971,0.050179,-0.000002,0.299971
0.000186,0.000000,0.299853,0.050186,0.000000,0.299853
0.000194,0.000001,0.299729,0.050194,0.000001,0.299729
0.000205,0.000002,0.299598,0.050205,0.000002,0.299598
0.000212,0.000002,0.299461,0.050212,0.000002,0.299461
0.000215,0.000002,0.299317,0.050215,0.000002,0.299317
0.000222,0.000001,0.299167,0.050222,0.000001,0.299167
0.000230,-0.000001,0.299009,0.050230,-0.000001,0.299009
0.000236,-0.000002,0.298844,0.050236,-0.000002,0.298844
0.000243,-0.000004,0.298671,0.050243,-0.000004,0.298671
0.000250,-0.000005,0.298491,0.050250,-0.000005,0.298491
0.000254,-0.000005,0.298306,0.050254,-0.000005,0.298306
0.000263,-0.000005,0.298113,0.050263,-0.000005,0.298113
0.000272,-0.000003,0.297912,0.050272,-0.000003,0.297912
0.000277,-0.000003,0.297703,0.050277,-0.000003,0.297703
0.000284,-0.000002,0.297487,0.050284,-0.000002,0.297487
0.000286,-0.000001,0.297263,0.050286,-0.000001,0.297263
0.000293,-0.000001,0.297032,0.050293,-0.000001,0.297032
0.000303,-0.000002,0.296793,0.050303,-0.000002,0.296793
0.000311,-0.000003,0.296547,0.050311,-0.000003,0.296547
0.000318,-0.000003,0.296295,0.050318,-0.000003,0.296295
0.000324,-0.000002,0.296035,0.050324,-0.000002,0.296035
0.000329,0.000000,0.295768,0.050329,0.000000,0.295768
0.000334,0.000001,0.295495,0.050334,0.000001,0.295495
0.000340,0.000001,0.295213,0.050340,0.000001,0.295213
0.000347,0.000000,0.294925,0.050347,0.000000,0.294925
0.000354,-0.000000,0.294630,0.050354,-0.000000,0.294630
0.000358,0.000000,0.294327,0.050358,0.000000,0.294327
