0.000000,0.000000,0.301000,0.050000,0.000000,0.301000
0.000000,0.000000,0.301000,0.050000,0.000000,0.301000
-0.000000,-0.000000,0.300993,0.050000,-0.000000,0.300993
-0.000001,-0.000000,0.300979,0.049999,-0.000000,0.300979
-0.000002,-0.000001,0.300958,0.049998,-0.000001,0.300958
-0.000004,-0.000001,0.300930,0.049996,-0.000001,0.300930
-0.000005,-0.000001,0.300894,0.049995,-0.000001,0.300894
-0.000006,-0.000002,0.300852,0.049994,-0.000002,0.300852
-0.000008,-0.000002,0.300803,0.049992,-0.000002,0.300803
-0.000009,-0.000003,0.300746,0.049991,-0.000003,0.300746
-0.000010,-0.000003,0.300683,0.049990,-0.000003,0.300683
-0.000012,-0.000003,0.300612,0.049988,-0.000003,0.300612
-0.000013,-0.000004,0.300535,0.049987,-0.000004,0.300535
-0.000015,-0.000004,0.300450,0.049985,-0.000004,0.300450
-0.000016,-0.000004,0.300358,0.049984,-0.000004,0.300358
-0.000018,-0.000005,0.300259,0.049982,-0.000005,0.300259
-0.000019,-0.000005,0.300152,0.049981,-0.000005,0.300152
-0.000021,-0.000005,0.300038,0.049979,-0.000005,0.300038
-0.000022,-0.000006,0.299918,0.049978,-0.000006,0.299918
-0.000024,-0.000006,0.299789,0.049976,-0.000006,0.299789
-0.000025,-0.000006,0.299654,0.049975,-0.000006,0.299654
-0.000026,-0.000006,0.299512,0.049974,-0.000006,0.299512
-0.000028,-0.000006,0.299362,0.049972,-0.000006,0.299362
-0.000029,-0.000006,0.299205,0.049971,-0.000006,0.299205
-0.000030,-0.000005,0.299042,0.049970,-0.000005,0.299042
-0.000031,-0.000005,0.298871,0.049969,-0.000005,0.298871
-0.000033,-0.000004,0.298694,0.049967,-0.000004,0.298694
-0.000034,-0.000004,0.298510,0.049966,-0.000004,0.298510
-0.000036,-0.000003,0.298319,0.049964,-0.000003,0.298319
-0.000037,-0.000003,0.298122,0.049963,-0.000003,0.298122
-0.000039,-0.000002,0.297919,0.049961,-0.000002,0.297919
-0.000041,-0.000002,0.297708,0.049959,-0.000002,0.297708
-0.000043,-0.000002,0.297491,0.049957,-0.000002,0.297491
-0.000045,-0.000001,0.297268,0.049955,-0.000001,0.297268
-0.000047,-0.000001,0.297037,0.049953,-0.000001,0.297037
-0.000049,-0.000000,0.296801,0.049951,-0.000000,0.296801
-0.000051,-0.000000,0.296557,0.049949,-0.000000,0.296557
-0.000053,0.000000,0.296307,0.049947,0.000000,0.296307
-0.000055,0.000000,0.296051,0.049945,0.000000,0.296051
-0.000057,0.000001,0.295788,0.049943,0.000001,0.295788
-0.000059,0.000001,0.295518,0.049941,0.000001,0.295518
-0.000060,0.000001,0.295242,0.049940,0.000001,0.295242
-0.000062,0.000001,0.294959,0.049938,0.000001,0.294959
-0.000063,0.000001,0.294669,0.049937,0.000001,0.294669
-0.000064,0.000001,0.294373,0.049936,0.000001,0.294373
-0.000065,0.000001,0.294070,0.049935,0.000001,0.294070
-0.000066,0.000001,0.293760,0.049934,0.000001,0.293760
